=============================================
SUBPROBLEM 14 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	-9.292	-11.578	449	464	3	0	191
1	15.699	-4.738	437	452	1	0	185
2	-6.032	-10.706	448	467	3	0	154
3	10.158	-7.926	443	466	3	0	80
4	8.092	13.624	453	468	1	0	1
5	-11.603	6.577	438	453	1	0	59
6	-9.898	5.27	440	466	1	0	118
7	8.864	12.693	452	472	1	0	14
8	6.846	-9.296	437	467	1	0	68
9	-10.339	7.189	458	477	1	0	106
10	11.524	12.435	459	474	1	0	47
11	9.319	13.066	450	476	3	0	44
12	9.238	-10.886	453	468	1	0	115
13	10.693	10.214	468	486	1	0	34
14	-9.117	-11.764	446	477	1	0	164
15	-5.084	-7.773	472	487	3	0	179
16	-8.091	-3.35	468	483	1	0	95
17	-11.86	-11.085	468	483	3	0	105
18	12.112	9.13	482	497	1	0	9
19	-10.684	8.307	482	497	1	0	127
20	-5.315	-16.675	455	474	3	1	391
21	-9.535	-13.32	463	492	1	1	385
22	-11.901	-10.907	457	472	3	1	354
23	13.171	5.984	465	480	3	1	280
24	10.141	7.192	459	479	1	1	201
25	13.465	-12.811	469	501	1	1	259
26	8.428	12.983	470	485	1	1	318
27	15.284	16.82	464	479	1	1	214
28	9.82	19.177	480	495	1	1	268
29	-8.057	12.104	467	482	1	1	306
30	14.001	4.147	467	487	1	1	247
31	-10.038	10.995	480	495	3	1	244
32	-8.038	8.667	479	508	1	1	315
33	9.484	7.767	473	488	1	1	234
34	10.766	9.837	491	506	1	1	364
35	-11.481	-10.716	479	498	3	1	379
36	11.122	-12.544	489	515	1	1	295
37	-5.332	11.819	491	519	3	1	305
38	9.785	10.401	484	501	1	1	209
39	-7.211	10.237	485	503	1	1	327
40	9.84	-13.676	445	720	1	2	299
41	7.1	-12.547	424.623	720	1	2	255
42	-14.804	16.245	460.431	720	1	2	323
43	15.747	9.832	347.603	720	1	2	220
44	-11.835	7.482	460	720	1	2	333
45	11.802	-15.851	391.725	720	1	2	380
46	10.212	-2.947	109.585	720	3	2	288
47	15.699	-4.738	257	720	1	2	384
48	7.1	-12.547	421.19	720	1	2	255
49	-14.804	16.245	484.81	720	1	2	323
50	-8.815	4.089	369	720	3	2	331
51	4.996	-12.589	380.486	720	1	2	297
52	15.666	-15.424	321	720	1	2	279
53	13.465	-12.811	498.799	720	1	2	259
54	9.82	19.177	486.124	720	1	2	268
55	16.757	13.404	350	720	1	2	368
56	-11.618	8.587	395.591	720	1	2	345
57	-8.851	-7.507	478.559	720	1	2	377
58	-11.872	-13.479	487	720	1	2	369
59	-11.872	-13.479	487	720	1	2	369
60	-20	10	448.068	503.22	1	3	420
61	-18	10	446.255	505.202	1	3	421
62	-16	10	444.572	507.178	1	3	422
63	-14	10	443.179	509.143	1	3	423
64	-12	10	442.446	511.088	1	3	424
65	-10	10	442.78	512.99	1	3	425
66	-8	10	443.97	514.771	1	3	426
67	-6	10	445.566	516.062	1	3	427
68	-4	10	447.338	515.745	1	3	428
69	-2	10	449.195	514.204	1	3	429
70	0	10	451.097	512.366	1	3	430
71	2	10	453.027	510.446	1	3	431
72	4	10	454.974	508.492	1	3	432
73	6	10	455.643	506.523	1	3	433
74	8	10	454.628	504.544	1	3	434
75	10	10	453.801	504.217	1	3	435
76	12	10	453.195	503.755	1	3	436
77	14	10	452.836	501.762	1	3	437
78	16	10	452.741	499.763	1	3	438
79	18	10	452.917	497.764	1	3	439
80	20	10	453.353	495.765	1	3	440
81	-20	-10	457.582	491.709	1	3	441
82	-18	-10	456.056	492.77	1	3	442
83	-16	-10	454.105	493.713	1	3	443
84	-14	-10	452.192	494.522	1	3	444
85	-12	-10	450.38	496.116	1	3	445
86	-10	-10	448.973	495.687	1	3	446
87	-8	-10	449.088	496.018	1	3	447
88	-6	-10	450.582	496.69	1	3	448
89	-4	-10	448.869	498.666	1	3	449
90	-2	-10	446.874	500.634	1	3	450
91	0	-10	444.882	502.591	1	3	451
92	2	-10	442.897	504.53	1	3	452
93	4	-10	440.932	506.437	1	3	453
94	6	-10	439.101	508.281	1	3	454
95	8	-10	439.352	509.973	1	3	455
96	10	-10	441.232	511.22	1	3	456
97	12	-10	443.202	511.309	1	3	457
98	14	-10	443.529	510.159	1	3	458
99	16	-10	443.271	508.498	1	3	459
100	18	-10	443.743	506.667	1	3	460
101	20	-10	444.796	504.765	1	3	461
102	-10	20	452.518	508.581	1	3	462
103	-10	18	450.535	510.254	1	3	463
104	-10	16	448.558	511.733	1	3	464
105	-10	14	446.594	512.848	1	3	465
106	-10	12	444.655	513.328	1	3	466
107	-10	8	441.143	511.969	1	3	467
108	-10	6	440.704	510.54	1	3	468
109	-10	4	442.035	508.894	1	3	469
110	-10	2	443.85	507.128	1	3	470
111	-10	0	445.77	505.293	1	3	471
112	-10	-2	447.726	503.414	1	3	472
113	-10	-4	449.698	501.507	1	3	473
114	-10	-6	451.679	499.58	1	3	474
115	-10	-8	450.866	497.639	1	3	475
116	-10	-12	447.914	495.04	1	3	476
117	-10	-14	449.404	493.397	1	3	477
118	-10	-16	451.327	492.597	1	3	478
