=============================================
SUBPROBLEM 5 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	-4.231	6.52	251	270	1	0	138
1	-10.043	-10.358	245	260	1	0	117
2	9.435	1.329	242	257	1	0	161
3	13.067	12.792	255	270	1	0	39
4	-9.845	-13.443	241	256	1	0	29
5	9.536	9.905	261	278	1	0	6
6	9.574	7.652	261	279	1	0	4
7	14.001	4.147	257	277	1	0	46
8	10.212	-2.947	263	278	3	0	89
9	-7.211	10.237	267	285	1	0	126
10	-12.539	-19.173	234	271	3	0	196
11	-10.144	8.385	253	268	1	0	79
12	10.711	14.715	257	285	1	0	42
13	8.73	-10.345	263	278	3	0	149
14	10.671	10.178	282	299	3	0	24
15	-11.146	9.829	270	295	3	0	120
16	-11.835	7.482	282	300	1	0	132
17	-5.566	9.008	282	301	1	0	136
18	11.122	-12.544	270	296	1	0	94
19	6.308	-11.652	289	304	1	0	57
20	-6.893	10.4	259	274	1	1	338
21	-4.927	6.703	262	287	1	1	317
22	-8.158	-13.919	265	292	1	1	361
23	4.421	13.315	263	283	1	1	239
24	12.443	12.947	275	308	1	1	229
25	8.883	8.604	264	279	1	1	206
26	11.851	10.287	267	282	1	1	204
27	11.524	12.435	270	285	1	1	246
28	11.086	-14.79	274	296	3	1	289
29	-10.684	8.307	273	288	1	1	326
30	12.882	13.797	297	312	3	1	396
31	15.666	-15.424	288	321	1	1	279
32	-11.296	6.603	293	308	1	1	242
33	-10.938	12.109	292	323	3	1	349
34	9.37	10.979	285	300	3	1	224
35	6.965	10.731	298	313	3	1	320
36	-8.017	11.119	290	305	1	1	332
37	-12.603	10.787	293	308	1	1	336
38	-8.091	-3.35	302	317	1	1	294
39	10.421	-7.21	295	314	1	1	257
40	5.027	6.257	158.23	720	1	2	298
41	-11.384	-11.628	226.059	720	1	2	254
42	8.435	8.683	278.542	720	1	2	227
43	-8.182	-13.914	262.268	720	3	2	382
44	8.435	8.683	278.542	720	1	2	227
45	6.098	-1.692	150.542	720	1	2	266
46	10.212	-2.947	109.585	720	3	2	288
47	15.699	-4.738	257	720	1	2	384
48	10	-10	0	720	0	2	408
49	10	-10	0	720	0	2	409
50	12	-10	249	720	1	2	457
51	7.551	-7.605	122.032	720	1	2	296
52	6.983	13.063	254	720	1	2	322
