=============================================
SUBPROBLEM 17 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	14.158	8.737	524	539	3	0	109
1	-11.296	6.603	532	547	1	0	43
2	9.239	-13.723	546	561	1	0	53
3	15.747	9.832	542	557	1	0	21
4	11.1	5.943	554	569	1	0	49
5	8.813	-12.932	554	569	1	0	85
6	-10.942	10.736	553	568	1	0	125
7	9.484	7.767	556	571	1	0	35
8	12.882	13.797	535	550	3	0	197
9	8.411	10.151	546	561	1	0	157
10	7.258	-12.684	560	575	1	0	83
11	-8.057	12.104	562	577	1	0	107
12	13.171	5.984	557	572	3	0	81
13	11.12	-11.2	556	571	1	0	189
14	8.428	12.983	560	575	1	0	119
15	-9.622	-8.461	561	576	1	0	143
16	11.668	-9.714	586	601	1	0	61
17	9.82	19.177	573	588	1	0	69
18	6.269	-3.16	591	606	3	0	93
19	-18.573	16.379	591	606	1	0	135
20	-13.048	9.445	551	580	3	1	309
21	10.711	14.715	555	583	1	1	243
22	10.576	-14.74	547	564	1	1	253
23	4.722	7.949	553	574	1	1	221
24	13.283	8.893	557	575	1	1	249
25	12.082	-9.931	558	576	1	1	285
26	-18.294	13.246	560	580	1	1	325
27	10.693	10.214	558	576	1	1	235
28	-12.539	-19.173	576	613	3	1	397
29	-7.721	-11.309	572	602	1	1	357
30	11.486	-10.013	565	583	1	1	283
31	-10.339	7.189	567	586	1	1	307
32	10.158	-7.926	571	594	3	1	281
33	-10.66	-5.407	578	605	1	1	389
34	-9.898	5.27	579	605	1	1	319
35	-15.018	14.461	584	612	1	1	343
36	5.057	-11.496	592	612	1	1	261
37	6.846	-9.296	601	631	1	1	269
38	10.02	-8.79	597	617	3	1	293
39	-11.506	11.881	599	619	1	1	335
40	11.122	-12.544	515	720	1	2	295
41	7.1	-12.547	424.623	720	1	2	255
42	-8.057	12.104	482	720	1	2	306
43	13.465	-12.811	497.435	720	1	2	259
44	10.175	-11.048	525	720	1	2	277
45	11.802	-15.851	391.725	720	1	2	380
46	9.294	11.233	557	720	1	2	219
47	-5.332	11.819	511.724	720	3	2	305
48	7.1	-12.547	421.19	720	1	2	255
49	-14.804	16.245	484.81	720	1	2	323
50	-8.815	4.089	369	720	3	2	331
51	4.996	-12.589	380.486	720	1	2	297
52	15.666	-15.424	321	720	1	2	279
53	13.465	-12.811	498.799	720	1	2	259
54	9.294	11.233	557	720	1	2	219
55	16.757	13.404	350	720	1	2	368
56	-3.164	14.036	547.433	720	1	2	303
57	-4.639	-11.635	548	720	1	2	353
58	-4.639	-11.635	547.818	720	1	2	353
59	-11.872	-13.479	487	720	1	2	369
60	-20	10	542.343	609.3	1	3	420
61	-18	10	540.516	611.239	1	3	421
62	-16	10	538.802	613.128	1	3	422
63	-14	10	537.342	614.876	1	3	423
64	-12	10	536.469	616.055	1	3	424
65	-10	10	536.636	615.59	1	3	425
66	-8	10	537.733	614.021	1	3	426
67	-6	10	539.292	612.182	1	3	427
68	-4	10	541.048	610.262	1	3	428
69	-2	10	542.897	608.773	1	3	429
70	0	10	541.214	609.526	1	3	430
71	2	10	539.223	610.105	1	3	431
72	4	10	537.236	610.495	1	3	432
73	6	10	535.255	610.685	1	3	433
74	8	10	533.286	610.67	1	3	434
75	10	10	531.346	610.448	1	3	435
76	12	10	529.5	610.028	1	3	436
77	14	10	528.273	609.421	1	3	437
78	16	10	529.233	608.643	1	3	438
79	18	10	531.044	607.712	1	3	439
80	20	10	532.977	606.647	1	3	440
81	-20	-10	551.746	603.145	1	3	441
82	-18	-10	550.905	605.144	1	3	442
83	-16	-10	550.257	607.143	1	3	443
84	-14	-10	549.822	609.142	1	3	444
