=============================================
SUBPROBLEM 11 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	-13.048	9.445	353	382	3	0	108
1	8.059	8.681	377	392	1	0	17
2	6.456	-14.107	372	392	3	0	50
3	-7.723	13.524	379	394	1	0	129
4	-11.744	-6.688	379	396	1	0	158
5	6.965	10.731	378	393	3	0	121
6	-9.772	7.442	376	391	3	0	63
7	-11.384	-11.628	384	399	1	0	55
8	9.745	-11.866	395	410	1	0	65
9	-15.018	14.461	375	403	1	0	142
10	15.679	-14.608	400	415	1	0	71
11	9.785	10.401	399	416	1	0	8
12	9.544	-10.904	390	416	1	0	74
13	3.364	-12.123	408	423	1	0	73
14	13.276	8.355	393	408	1	0	195
15	5.027	6.257	399	414	1	0	99
16	9.37	10.979	414	429	3	0	25
17	-6.893	10.4	414	429	1	0	139
18	10.576	-14.74	420	437	1	0	52
19	10.175	-11.048	426	442	1	0	76
20	14.158	8.737	394	409	3	1	308
21	12.014	7.809	381	399	1	1	217
22	6.987	-5.007	386	401	3	1	250
23	-7.589	11.439	381	398	1	1	329
24	-10.286	-8.592	383	398	1	1	358
25	-11.146	9.829	396	421	3	1	321
26	10.591	-10.317	403	432	3	1	263
27	7.1	-12.547	402	427	1	1	255
28	9.486	-11.076	395	412	1	1	265
29	-9.622	-8.461	411	426	1	1	342
30	15.227	-13.845	400	417	1	1	271
31	12.112	9.13	403	418	1	1	208
32	-10.426	-10.11	420	435	1	1	274
33	6.553	-12.365	411	428	1	1	273
34	-12.85	-4.675	422	452	1	1	395
35	9.84	-13.676	419	445	1	1	299
36	10.671	10.178	415	432	3	1	225
37	-4.231	6.52	418	437	1	1	339
38	9.239	-13.723	423	438	1	1	252
39	10.395	-11.042	427	442	1	1	276
40	11.802	-15.851	391.725	720	1	2	380
41	7.1	-12.547	424.623	720	1	2	255
42	-11.618	8.587	393.741	720	1	2	345
43	15.747	9.832	347.603	720	1	2	220
44	11.083	6.195	365	720	3	2	241
45	11.802	-15.851	391.725	720	1	2	380
46	10.212	-2.947	109.585	720	3	2	288
47	15.699	-4.738	257	720	1	2	384
48	11.668	-9.714	377	720	1	2	260
49	-8.287	-5.595	372	720	1	2	302
50	-8.815	4.089	369	720	3	2	331
51	4.996	-12.589	380.486	720	1	2	297
52	15.666	-15.424	321	720	1	2	279
53	11.447	10.333	395	720	3	2	237
54	11.996	11.373	393	720	1	2	231
55	16.757	13.404	350	720	1	2	368
56	-11.618	8.587	395.591	720	1	2	345
57	-5.084	-7.773	375	720	3	2	378
