=============================================
SUBPROBLEM 3 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	11.996	11.373	147	179	1	0	30
1	-12.85	-4.675	154	184	1	0	194
2	-8.851	-7.507	165	193	1	0	176
3	-8.107	-9.655	190	207	1	0	186
4	10.421	-7.21	190	209	1	0	56
5	-8.709	-12.945	179	209	1	0	150
6	11.447	10.333	199	219	3	0	36
7	7.1	-12.547	190	215	1	0	54
8	-8.038	8.667	185	214	1	0	114
9	-7.589	11.439	216	233	1	0	128
10	9.486	-11.076	221	238	1	0	64
11	-13.89	-10.275	221	238	1	0	192
12	-14.804	16.245	205	232	1	0	122
13	-9.535	-13.32	202	231	1	0	184
14	5.943	-7.742	216	231	3	0	23
15	6.66	8.487	227	242	3	0	11
16	7.838	-12.743	228	243	1	0	3
17	14.828	-10.714	236	251	1	0	27
18	6.553	-12.365	249	266	1	0	72
19	-16.664	-6.56	245	266	3	0	182
20	-13.395	-6.989	195	210	1	1	230
21	13.276	8.355	198	213	1	1	394
22	8.058	10.22	202	217	1	1	376
23	-10.404	-10.647	194	209	1	1	386
24	6.308	-11.652	200	215	1	1	256
25	7.02	10.861	222	237	1	1	350
26	4.624	7.138	211	226	3	1	236
27	-11.384	-11.628	218	233	1	1	254
28	9.238	-10.886	225	240	1	1	314
29	-7.723	13.524	220	235	1	1	328
30	9.745	-11.866	223	238	1	1	264
31	-12.06	-9.855	224	239	1	1	392
32	6.983	13.063	239	254	1	1	322
33	15.699	-4.738	242	257	1	1	384
34	10.391	9.073	233	258	3	1	223
35	6.796	11.358	229	247	3	1	211
36	8.346	6.472	247	272	1	1	203
37	8.435	8.683	256	282	1	1	227
38	3.364	-12.123	254	269	1	1	272
39	-8.182	-13.914	262	277	3	1	382
40	5.027	6.257	158.23	720	1	2	298
41	-11.384	-11.628	226.059	720	1	2	254
42	9.049	7.567	185	720	1	2	344
43	-10.043	-10.358	181	720	1	2	316
44	13.276	8.355	211.864	720	1	2	394
45	6.098	-1.692	150.542	720	1	2	266
46	10.212	-2.947	109.585	720	3	2	288
47	10	-10	0	720	0	2	407
48	10	-10	0	720	0	2	408
49	10	-10	0	720	0	2	409
50	12	-10	201	720	1	2	457
51	7.551	-7.605	122.032	720	1	2	296
52	-7.271	15.481	177.379	720	1	2	232
53	7.172	10.889	156	720	3	2	312
54	13.067	12.792	146	720	1	2	238
55	-11.662	-12.22	124	720	1	2	372
56	-10	-10	0	720	0	2	416
57	-10	-10	0	720	0	2	417
58	-10	-10	0	720	0	2	418
59	-10	-10	0	720	0	2	419
60	-20	10	171.324	252.535	1	3	420
61	-18	10	170.552	254.532	1	3	421
62	-16	10	170.009	256.53	1	3	422
63	-14	10	169.72	258.526	1	3	423
64	-12	10	169.7	260.523	1	3	424
65	-10	10	169.949	262.518	1	3	425
66	-8	10	168.043	264.512	1	3	426
67	-6	10	166.048	266.505	1	3	427
68	-4	10	164.055	268.495	1	3	428
69	-2	10	162.063	270.482	1	3	429
70	0	10	160.074	272.463	1	3	430
71	2	10	158.09	274.432	1	3	431
72	4	10	156.113	276.374	1	3	432
73	6	10	154.151	278.232	1	3	433
74	8	10	152.225	279.613	1	3	434
75	10	10	150.423	278.955	1	3	435
76	12	10	149.373	277.2	1	3	436
77	14	10	150.429	275.281	1	3	437
78	16	10	152.233	273.321	1	3	438
79	18	10	154.159	271.345	1	3	439
80	20	10	156.121	269.36	1	3	440
81	-20	-10	163.915	263.551	1	3	441
82	-18	-10	162.408	265.431	1	3	442
83	-16	-10	161.187	267.257	1	3	443
84	-14	-10	160.448	268.988	1	3	444
85	-12	-10	160.392	270.532	1	3	445
86	-10	-10	161.04	271.684	1	3	446
87	-8	-10	162.203	272.082	1	3	447
88	-6	-10	163.676	271.519	1	3	448
89	-4	-10	165.329	270.272	1	3	449
90	-2	-10	167.086	268.683	1	3	450
91	0	-10	168.91	266.93	1	3	451
92	2	-10	170.776	265.477	1	3	452
93	4	-10	170.82	265.784	1	3	453
94	6	-10	170.198	264.615	1	3	454
95	8	-10	169.743	262.901	1	3	455
96	10	-10	169.466	262.252	1	3	456
97	12	-10	169.373	261.98	1	3	457
98	14	-10	169.467	261.506	1	3	458
99	16	-10	169.745	260.844	1	3	459
100	18	-10	170.2	260.011	1	3	460
101	20	-10	170.823	259.027	1	3	461
102	-10	20	171.627	259.368	1	3	462
103	-10	18	170.973	260.344	1	3	463
104	-10	16	170.477	261.166	1	3	464
105	-10	14	170.152	261.814	1	3	465
106	-10	12	170.005	262.269	1	3	466
107	-10	8	167.991	262.552	1	3	467
108	-10	6	166.049	262.371	1	3	468
109	-10	4	164.131	261.979	1	3	469
110	-10	2	162.258	261.391	1	3	470
111	-10	0	160.475	261.968	1	3	471
112	-10	-2	158.909	263.948	1	3	472
113	-10	-4	157.929	265.921	1	3	473
114	-10	-6	158.143	267.88	1	3	474
115	-10	-8	159.379	269.813	1	3	475
116	-10	-12	162.86	273.36	1	3	476
117	-10	-14	164.751	274.18	1	3	477
118	-10	-16	166.678	273.233	1	3	478
119	-10	-18	168.626	271.528	1	3	479
120	-10	-20	170.588	269.648	1	3	480
121	10	20	156.855	269.575	1	3	481
122	10	18	154.921	271.552	1	3	482
123	10	16	153.039	273.518	1	3	483
124	10	14	151.299	275.457	1	3	484
125	10	12	150.092	277.332	1	3	485
126	10	8	151.919	279.292	1	3	486
127	10	6	153.732	277.894	1	3	487
128	10	4	155.638	276.062	1	3	488
129	10	2	157.583	274.136	1	3	489
130	10	0	159.547	272.177	1	3	490
