=============================================
SUBPROBLEM 8 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	-11.662	-12.22	322	337	1	0	173
1	4.904	-8.865	313	328	1	0	147
2	4.722	7.949	320	341	1	0	20
3	-5.332	11.819	311	339	3	0	104
4	11.486	-10.013	331	349	1	0	82
5	-5.315	-16.675	332	351	3	0	190
6	-7.271	15.481	328	343	1	0	33
7	-17.898	11.542	336	351	3	0	131
8	5.095	13.772	337	352	1	0	111
9	8.305	11.663	344	359	3	0	41
10	6.78	-11.392	346	361	3	0	87
11	-13.395	-6.989	330	345	1	0	31
12	-9.89	11.709	340	355	1	0	13
13	10.02	-8.79	346	366	3	0	92
14	11.851	10.287	353	368	1	0	5
15	-11.481	-10.716	349	368	3	0	178
16	13.283	8.893	352	370	1	0	48
17	-3.164	14.036	339	365	1	0	102
18	5.057	-11.496	351	371	1	0	60
19	-11.403	7.371	344	368	1	0	140
20	-11.521	-10.176	324	341	1	1	373
21	-4.187	13.458	337	365	1	1	347
22	15.747	9.832	337	352	1	1	220
23	-11.86	-11.085	347	362	3	1	304
24	7.258	-12.684	339	354	1	1	282
25	-9.292	-11.578	342	357	3	1	390
26	9.949	12.263	345	370	1	1	233
27	-8.815	4.089	347	369	3	1	331
28	-6.608	10.004	349	371	1	1	311
29	11.083	6.195	350	369	3	1	241
30	11.081	-12.668	350	368	3	1	287
31	11.996	11.373	361	393	1	1	231
32	9.346	10.477	359	384	1	1	213
33	6.269	-3.16	357	372	3	1	292
34	9.574	7.652	356	374	1	1	205
35	-5.084	-7.773	360	375	3	1	378
36	11.1	5.943	358	373	1	1	248
37	-8.287	-5.595	370	385	1	1	302
38	11.668	-9.714	362	377	1	1	260
39	-10.358	-9.706	370	385	1	1	340
40	11.086	-14.79	288.544	720	3	2	289
41	2	-10	333	720	1	2	452
42	-15.732	9.873	325	720	3	2	313
43	15.747	9.832	347.603	720	1	2	220
44	8.435	8.683	278.542	720	1	2	227
45	6.098	-1.692	150.542	720	1	2	266
46	10.212	-2.947	109.585	720	3	2	288
47	15.699	-4.738	257	720	1	2	384
48	11.12	-11.2	337.919	720	1	2	388
49	10	-10	0	720	0	2	409
50	-8.815	4.089	369	720	3	2	331
51	7.551	-7.605	122.032	720	1	2	296
52	15.666	-15.424	321	720	1	2	279
53	12.882	13.797	312	720	3	2	396
54	12.443	12.947	308	720	1	2	229
55	16.757	13.404	350	720	1	2	368
56	-8.091	-3.35	317	720	1	2	294
57	-10.701	-13.545	341	720	1	2	375
58	-10	-10	0	720	0	2	418
59	-10	-10	0	720	0	2	419
60	-20	10	328.78	364.496	1	3	420
61	-18	10	326.798	365.628	1	3	421
62	-16	10	324.822	366.602	1	3	422
63	-14	10	322.857	367.391	1	3	423
64	-12	10	320.912	367.969	1	3	424
65	-10	10	319.01	369.961	1	3	425
66	-8	10	317.229	371.957	1	3	426
67	-6	10	315.938	373.952	1	3	427
68	-4	10	316.255	375.945	1	3	428
69	-2	10	317.796	377.937	1	3	429
70	0	10	319.634	379.926	1	3	430
71	2	10	321.554	381.91	1	3	431
72	4	10	323.174	383.887	1	3	432
73	6	10	323.417	385.849	1	3	433
74	8	10	324.867	387.775	1	3	434
75	10	10	326.662	389.577	1	3	435
76	12	10	328.561	390.627	1	3	436
77	14	10	330.502	389.571	1	3	437
78	16	10	332.463	387.767	1	3	438
79	18	10	334.435	385.841	1	3	439
80	20	10	336.415	383.879	1	3	440
81	-20	-10	331.628	374.354	1	3	441
82	-18	-10	329.716	376.352	1	3	442
83	-16	-10	327.873	378.35	1	3	443
