=============================================
SUBPROBLEM 12 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	15.679	-14.608	400	415	1	0	71
1	9.785	10.401	399	416	1	0	8
2	9.544	-10.904	390	416	1	0	74
3	3.364	-12.123	408	423	1	0	73
4	13.276	8.355	393	408	1	0	195
5	5.027	6.257	399	414	1	0	99
6	9.37	10.979	414	429	3	0	25
7	-6.893	10.4	414	429	1	0	139
8	10.576	-14.74	420	437	1	0	52
9	10.175	-11.048	426	442	1	0	76
10	7.02	10.861	409	424	1	0	151
11	9.294	11.233	422	441	1	0	18
12	16.757	13.404	413	428	1	0	169
13	-8.017	11.119	437	452	1	0	133
14	-11.506	11.881	435	455	1	0	134
15	-10.404	-10.647	444	459	1	0	187
16	-18.294	13.246	439	459	1	0	124
17	-7.721	-11.309	424	454	1	0	156
18	8.058	10.22	434	449	1	0	177
19	6.983	13.063	437	452	1	0	123
20	15.227	-13.845	400	417	1	1	271
21	12.112	9.13	403	418	1	1	208
22	-10.426	-10.11	420	435	1	1	274
23	6.553	-12.365	411	428	1	1	273
24	-12.85	-4.675	422	452	1	1	395
25	9.84	-13.676	419	445	1	1	299
26	10.671	10.178	415	432	3	1	225
27	-4.231	6.52	418	437	1	1	339
28	9.239	-13.723	423	438	1	1	252
29	10.395	-11.042	427	442	1	1	276
30	-8.709	-12.945	437	467	1	1	351
31	7.215	5.101	432	447	1	1	218
32	-11.872	-13.479	452	487	1	1	369
33	-11.835	7.482	442	460	1	1	333
34	-18.573	16.379	448	463	1	1	334
35	-8.107	-9.655	446	463	1	1	387
36	-10.942	10.736	451	466	1	1	324
37	8.411	10.151	465	480	1	1	356
38	-8.851	-7.507	458	486	1	1	377
39	-14.804	16.245	459	486	1	1	323
40	11.802	-15.851	391.725	720	1	2	380
41	7.1	-12.547	424.623	720	1	2	255
42	-11.618	8.587	393.741	720	1	2	345
43	15.747	9.832	347.603	720	1	2	220
44	14.158	8.737	409	720	3	2	308
45	11.802	-15.851	391.725	720	1	2	380
46	10.212	-2.947	109.585	720	3	2	288
47	15.699	-4.738	257	720	1	2	384
48	7.1	-12.547	421.19	720	1	2	255
49	-11.146	9.829	411.072	720	3	2	321
50	-8.815	4.089	369	720	3	2	331
51	4.996	-12.589	380.486	720	1	2	297
52	15.666	-15.424	321	720	1	2	279
53	11.447	10.333	395	720	3	2	237
54	11.996	11.373	393	720	1	2	231
55	16.757	13.404	350	720	1	2	368
56	-11.618	8.587	395.591	720	1	2	345
57	-5.084	-7.773	375	720	3	2	378
58	-9.622	-8.461	426	720	1	2	342
59	-10.426	-10.11	435	720	1	2	274
60	-20	10	425.305	476.876	1	3	420
61	-18	10	423.329	477.985	1	3	421
62	-16	10	421.358	478.642	1	3	422
63	-14	10	419.392	478.703	1	3	423
64	-12	10	417.434	478.154	1	3	424
65	-10	10	415.486	477.121	1	3	425
66	-8	10	413.554	475.765	1	3	426
67	-6	10	411.645	474.206	1	3	427
68	-4	10	409.772	472.521	1	3	428
69	-2	10	407.962	470.754	1	3	429
70	0	10	406.267	470.588	1	3	430
71	2	10	404.814	472.587	1	3	431
72	4	10	403.421	474.586	1	3	432
73	6	10	401.46	476.584	1	3	433
74	8	10	399.526	478.562	1	3	434
75	10	10	397.666	477.404	1	3	435
76	12	10	396.082	475.408	1	3	436
77	14	10	395.797	473.409	1	3	437
78	16	10	397.182	471.409	1	3	438
79	18	10	399.002	469.41	1	3	439
80	20	10	400.922	467.41	1	3	440
81	-20	-10	420.558	477.159	1	3	441
82	-18	-10	418.559	478.953	1	3	442
83	-16	-10	416.56	480.601	1	3	443
84	-14	-10	414.561	481.922	1	3	444
85	-12	-10	412.563	482.519	1	3	445
86	-10	-10	410.565	482.255	1	3	446
87	-8	-10	408.567	482.366	1	3	447
88	-6	-10	406.57	481.213	1	3	448
89	-4	-10	404.574	479.546	1	3	449
90	-2	-10	402.579	477.71	1	3	450
91	0	-10	400.587	475.805	1	3	451
92	2	-10	398.598	473.866	1	3	452
93	4	-10	396.617	471.909	1	3	453
94	6	-10	394.657	469.941	1	3	454
95	8	-10	392.789	467.966	1	3	455
96	10	-10	392.012	465.985	1	3	456
97	12	-10	393.617	464	1	3	457
98	14	-10	395.547	462.013	1	3	458
99	16	-10	397.519	460.024	1	3	459
100	18	-10	399.504	458.034	1	3	460
101	20	-10	401.495	456.041	1	3	461
102	-10	20	420.026	478.903	1	3	462
103	-10	18	419.071	479.885	1	3	463
104	-10	16	417.909	480.19	1	3	464
105	-10	14	416.905	479.697	1	3	465
106	-10	12	416.087	478.589	1	3	466
107	-10	8	415.128	475.458	1	3	467
108	-10	6	415.029	473.685	1	3	468
109	-10	4	415.196	473.436	1	3	469
110	-10	2	414.42	475.424	1	3	470
111	-10	0	413.38	477.406	1	3	471
112	-10	-2	412.477	479.374	1	3	472
113	-10	-4	411.728	481.31	1	3	473
114	-10	-6	411.15	483.105	1	3	474
115	-10	-8	410.759	483.75	1	3	475
116	-10	-12	410.575	483.614	1	3	476
117	-10	-14	410.788	484.057	1	3	477
118	-10	-16	411.197	482.86	1	3	478
119	-10	-18	411.792	481.107	1	3	479
120	-10	-20	412.557	479.216	1	3	480
121	10	20	406.097	469.024	1	3	481
122	10	18	404.186	470.992	1	3	482
123	10	16	402.317	472.939	1	3	483
124	10	14	400.527	474.836	1	3	484
125	10	12	398.901	476.562	1	3	485
126	10	8	397.295	476.326	1	3	486
127	10	6	398.035	474.555	1	3	487
128	10	4	399.45	472.647	1	3	488
129	10	2	401.15	470.696	1	3	489
130	10	0	401.914	468.725	1	3	490
131	10	-2	399.916	466.746	1	3	491
132	10	-4	397.919	465.826	1	3	492
133	10	-6	395.925	466.089	1	3	493
134	10	-8	393.94	466.143	1	3	494
135	10	-12	392.187	465.621	1	3	495
136	10	-14	394.129	465.062	1	3	496
137	10	-16	396.116	464.324	1	3	497
138	10	-18	398.111	463.666	1	3	498
139	10	-20	400.107	463.177	1	3	499
