=============================================
SUBPROBLEM 18 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	7.258	-12.684	560	575	1	0	83
1	-8.057	12.104	562	577	1	0	107
2	13.171	5.984	557	572	3	0	81
3	11.12	-11.2	556	571	1	0	189
4	8.428	12.983	560	575	1	0	119
5	-9.622	-8.461	561	576	1	0	143
6	11.668	-9.714	586	601	1	0	61
7	9.82	19.177	573	588	1	0	69
8	6.269	-3.16	591	606	3	0	93
9	-18.573	16.379	591	606	1	0	135
10	7.586	-10.175	591	606	1	0	199
11	10.766	9.837	588	603	1	0	165
12	-11.901	-10.907	605	620	3	0	155
13	-9.652	12.734	607	622	3	0	101
14	-10.038	10.995	602	617	3	0	45
15	-10.286	-8.592	618	633	1	0	159
16	-10.358	-9.706	619	634	1	0	141
17	15.284	16.82	627	642	1	0	15
18	-8.922	9.847	621	636	3	0	163
19	-10.426	-10.11	630	645	1	0	75
20	11.486	-10.013	565	583	1	1	283
21	-10.339	7.189	567	586	1	1	307
22	10.158	-7.926	571	594	3	1	281
23	-10.66	-5.407	578	605	1	1	389
24	-9.898	5.27	579	605	1	1	319
25	-15.018	14.461	584	612	1	1	343
26	5.057	-11.496	592	612	1	1	261
27	6.846	-9.296	601	631	1	1	269
28	10.02	-8.79	597	617	3	1	293
29	-11.506	11.881	599	619	1	1	335
30	-6.177	-13.07	605	628	1	1	399
31	-9.117	-11.764	617	648	1	1	365
32	-6.032	-10.706	610	629	3	1	355
33	-8.734	10.849	609	626	3	1	301
34	9.319	13.066	621	647	3	1	245
35	-11.744	-6.688	620	637	1	1	359
36	-11.403	7.371	636	660	1	1	341
37	8.864	12.693	634	654	1	1	215
38	-11.625	-10.568	641	667	3	1	363
39	9.544	-10.904	649	675	1	1	275
40	11.122	-12.544	515	720	1	2	295
41	7.1	-12.547	424.623	720	1	2	255
42	-8.057	12.104	482	720	1	2	306
43	13.465	-12.811	497.435	720	1	2	259
44	12.082	-9.931	570.221	720	1	2	285
45	11.802	-15.851	391.725	720	1	2	380
46	9.294	11.233	557	720	1	2	219
47	-5.332	11.819	511.724	720	3	2	305
48	7.1	-12.547	421.19	720	1	2	255
49	-15.018	14.461	612	720	1	2	343
50	-9.898	5.27	595.944	720	1	2	319
51	4.722	7.949	574	720	1	2	221
52	15.666	-15.424	321	720	1	2	279
53	13.465	-12.811	498.799	720	1	2	259
54	9.294	11.233	557	720	1	2	219
55	16.757	13.404	350	720	1	2	368
56	-3.164	14.036	547.433	720	1	2	303
57	-4.639	-11.635	548	720	1	2	353
58	-4.639	-11.635	547.818	720	1	2	353
59	-12.539	-19.173	613	720	3	2	397
60	-20	10	575.127	650.01	1	3	420
61	-18	10	573.163	651.898	1	3	421
62	-16	10	571.217	653.704	1	3	422
63	-14	10	569.304	655.305	1	3	423
64	-12	10	567.469	656.304	1	3	424
65	-10	10	565.864	656.02	1	3	425
66	-8	10	565.105	654.7	1	3	426
67	-6	10	565.942	652.991	1	3	427
68	-4	10	567.57	651.144	1	3	428
69	-2	10	569.412	650.12	1	3	429
70	0	10	569.94	651.02	1	3	430
71	2	10	568.086	651.776	1	3	431
72	4	10	566.339	652.373	1	3	432
73	6	10	564.846	652.798	1	3	433
74	8	10	564.014	653.039	1	3	434
75	10	10	564.372	653.091	1	3	435
76	12	10	564.183	652.952	1	3	436
77	14	10	564.101	652.626	1	3	437
78	16	10	564.912	652.122	1	3	438
79	18	10	566.281	651.45	1	3	439
80	20	10	567.922	650.627	1	3	440
81	-20	-10	572.491	657.606	1	3	441
82	-18	-10	570.518	659.6	1	3	442
83	-16	-10	568.561	661.588	1	3	443
84	-14	-10	566.641	663.558	1	3	444
85	-12	-10	564.833	665.319	1	3	445
86	-10	-10	563.585	664.279	1	3	446
87	-8	-10	564.236	662.331	1	3	447
88	-6	-10	565.935	660.346	1	3	448
89	-4	-10	567.829	660.426	1	3	449
90	-2	-10	569.776	662.421	1	3	450
91	0	-10	568.185	664.413	1	3	451
92	2	-10	566.199	666.402	1	3	452
93	4	-10	564.22	668.383	1	3	453
94	6	-10	562.259	670.343	1	3	454
95	8	-10	560.343	672.211	1	3	455
96	10	-10	558.641	672.988	1	3	456
97	12	-10	558.488	671.383	1	3	457
98	14	-10	560.12	669.453	1	3	458
99	16	-10	562.025	667.481	1	3	459
100	18	-10	563.984	665.496	1	3	460
101	20	-10	565.961	663.505	1	3	461
102	-10	20	571.132	646.293	1	3	462
103	-10	18	569.208	648.279	1	3	463
104	-10	16	567.354	650.258	1	3	464
105	-10	14	565.715	652.224	1	3	465
106	-10	12	564.946	654.163	1	3	466
107	-10	8	567.541	657.462	1	3	467
108	-10	6	569.406	657.038	1	3	468
109	-10	4	571.334	655.349	1	3	469
110	-10	2	572.468	653.449	1	3	470
111	-10	0	570.469	655.308	1	3	471
112	-10	-2	568.472	657.279	1	3	472
113	-10	-4	566.477	659.234	1	3	473
114	-10	-6	564.49	661.152	1	3	474
115	-10	-8	562.596	662.961	1	3	475
116	-10	-12	565.559	663.834	1	3	476
117	-10	-14	567.552	662.203	1	3	477
118	-10	-16	569.548	660.33	1	3	478
119	-10	-18	571.546	658.392	1	3	479
120	-10	-20	573.545	656.429	1	3	480
121	10	20	568.191	645.605	1	3	481
122	10	18	566.258	647.573	1	3	482
123	10	16	564.402	649.503	1	3	483
124	10	14	562.872	651.268	1	3	484
125	10	12	562.854	651.669	1	3	485
126	10	8	563.758	655.091	1	3	486
127	10	6	563.171	657.09	1	3	487
128	10	4	563.741	659.089	1	3	488
129	10	2	565.092	661.088	1	3	489
130	10	0	566.772	663.086	1	3	490
131	10	-2	566.268	665.084	1	3	491
132	10	-4	564.287	667.081	1	3	492
133	10	-6	562.319	669.075	1	3	493
134	10	-8	560.39	671.06	1	3	494
135	10	-12	558.376	672.813	1	3	495
136	10	-14	560.016	670.871	1	3	496
137	10	-16	561.929	668.884	1	3	497
138	10	-18	563.892	666.889	1	3	498
139	10	-20	565.871	664.893	1	3	499
