=============================================
SUBPROBLEM 2 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	-8.158	-13.919	120	147	1	0	160
1	11.083	6.195	135	154	3	0	40
2	9.346	10.477	130	155	1	0	12
3	-8.815	4.089	142	164	3	0	130
4	9.949	12.263	139	164	1	0	32
5	-4.927	6.703	139	164	1	0	116
6	-10.701	-13.545	153	170	1	0	174
7	-11.618	8.587	138	165	1	0	144
8	10.591	-10.317	134	163	3	0	62
9	15.227	-13.845	172	189	1	0	70
10	11.996	11.373	147	179	1	0	30
11	-12.85	-4.675	154	184	1	0	194
12	-8.851	-7.507	165	193	1	0	176
13	-8.107	-9.655	190	207	1	0	186
14	10.421	-7.21	190	209	1	0	56
15	-8.709	-12.945	179	209	1	0	150
16	11.447	10.333	199	219	3	0	36
17	7.1	-12.547	190	215	1	0	54
18	-8.038	8.667	185	214	1	0	114
19	-7.589	11.439	216	233	1	0	128
20	9.435	1.329	155	170	1	1	360
21	8.305	11.663	145	160	3	1	240
22	-9.89	11.709	159	174	1	1	212
23	-17.898	11.542	160	175	3	1	330
24	-7.271	15.481	166	181	1	1	232
25	-10.043	-10.358	166	181	1	1	316
26	-8.202	-15.454	158	173	1	1	374
27	9.049	7.567	170	185	1	1	344
28	-9.772	7.442	175	190	3	1	262
29	15.679	-14.608	174	189	1	1	270
30	-13.395	-6.989	195	210	1	1	230
31	13.276	8.355	198	213	1	1	394
32	8.058	10.22	202	217	1	1	376
33	-10.404	-10.647	194	209	1	1	386
34	6.308	-11.652	200	215	1	1	256
35	7.02	10.861	222	237	1	1	350
36	4.624	7.138	211	226	3	1	236
37	-11.384	-11.628	218	233	1	1	254
38	9.238	-10.886	225	240	1	1	314
39	-7.723	13.524	220	235	1	1	328
40	5.027	6.257	158.23	720	1	2	298
41	-20	-10	47	720	1	2	441
42	9.049	7.567	185	720	1	2	344
43	10	10	0	720	0	2	403
44	10	10	0	720	0	2	404
45	6.098	-1.692	150.542	720	1	2	266
46	10.212	-2.947	109.585	720	3	2	288
47	10	-10	0	720	0	2	407
48	10	-10	0	720	0	2	408
49	10	-10	0	720	0	2	409
50	12	-10	157	720	1	2	457
51	7.551	-7.605	122.032	720	1	2	296
52	-10	10	0	720	0	2	412
53	7.172	10.889	156	720	3	2	312
54	13.067	12.792	146	720	1	2	238
55	-11.662	-12.22	124	720	1	2	372
56	-10	-10	0	720	0	2	416
57	-10	-10	0	720	0	2	417
58	-10	-10	0	720	0	2	418
59	-10	-10	0	720	0	2	419
60	-20	10	147.5	221.227	1	3	420
61	-18	10	145.537	223.136	1	3	421
62	-16	10	143.604	225.004	1	3	422
63	-14	10	141.77	226.801	1	3	423
64	-12	10	140.464	228.458	1	3	424
65	-10	10	141.148	229.804	1	3	425
66	-8	10	142.884	230.465	1	3	426
67	-6	10	143.467	230.077	1	3	427
68	-4	10	143.425	228.874	1	3	428
