=============================================
SUBPROBLEM 16 OUTPUT
n_requests=20  n_vehicles=20  n_terminals=80  n_nodes=140  n_references=120
=============================================

[NODES]
id	x	y	TWl	TWu	serv	type	actual
0	-8.734	10.849	482	499	3	0	100
1	-9.407	-9.901	483	498	1	0	171
2	8.883	8.604	485	500	1	0	7
3	11.802	-15.851	475	490	1	0	181
4	10.395	-11.042	509	524	1	0	77
5	-10.096	7.798	502	517	1	0	153
6	-12.603	10.787	513	528	1	0	137
7	-8.287	-5.595	505	520	1	0	103
8	6.987	-5.007	526	541	3	0	51
9	7.215	5.101	532	547	1	0	19
10	14.158	8.737	524	539	3	0	109
11	-11.296	6.603	532	547	1	0	43
12	9.239	-13.723	546	561	1	0	53
13	15.747	9.832	542	557	1	0	21
14	11.1	5.943	554	569	1	0	49
15	8.813	-12.932	554	569	1	0	85
16	-10.942	10.736	553	568	1	0	125
17	9.484	7.767	556	571	1	0	35
18	12.882	13.797	535	550	3	0	197
19	8.411	10.151	546	561	1	0	157
20	-9.652	12.734	486	501	3	1	300
21	-10.862	-6.415	486	504	1	1	371
22	9.536	9.905	486	503	1	1	207
23	-10.344	-11.177	497	524	1	1	381
24	10.175	-11.048	509	525	1	1	277
25	-4.639	-11.635	522	548	1	1	353
26	-5.566	9.008	520	539	1	1	337
27	-3.164	14.036	525	551	1	1	303
28	6.456	-14.107	535	555	3	1	251
29	9.294	11.233	538	557	1	1	219
30	-13.048	9.445	551	580	3	1	309
31	10.711	14.715	555	583	1	1	243
32	10.576	-14.74	547	564	1	1	253
33	4.722	7.949	553	574	1	1	221
34	13.283	8.893	557	575	1	1	249
35	12.082	-9.931	558	576	1	1	285
36	-18.294	13.246	560	580	1	1	325
37	10.693	10.214	558	576	1	1	235
38	-12.539	-19.173	576	613	3	1	397
39	-7.721	-11.309	572	602	1	1	357
40	11.122	-12.544	515	720	1	2	295
41	7.1	-12.547	424.623	720	1	2	255
42	-8.057	12.104	482	720	1	2	306
43	13.465	-12.811	497.435	720	1	2	259
44	-11.835	7.482	460	720	1	2	333
45	11.802	-15.851	391.725	720	1	2	380
46	10.141	7.192	479	720	1	2	201
47	-5.332	11.819	511.724	720	3	2	305
48	7.1	-12.547	421.19	720	1	2	255
49	-14.804	16.245	484.81	720	1	2	323
50	-8.815	4.089	369	720	3	2	331
51	4.996	-12.589	380.486	720	1	2	297
52	15.666	-15.424	321	720	1	2	279
53	13.465	-12.811	498.799	720	1	2	259
54	9.294	11.233	557	720	1	2	219
55	16.757	13.404	350	720	1	2	368
56	-3.164	14.036	547.433	720	1	2	303
57	-4.639	-11.635	548	720	1	2	353
58	-11.872	-13.479	487	720	1	2	369
59	-11.872	-13.479	487	720	1	2	369
60	-20	10	496.298	581.888	1	3	420
61	-18	10	494.305	582.32	1	3	421
62	-16	10	492.315	582.622	1	3	422
63	-14	10	490.334	582.79	1	3	423
64	-12	10	488.375	582.822	1	3	424
65	-10	10	486.524	582.717	1	3	425
66	-8	10	486.122	582.476	1	3	426
67	-6	10	487.863	582.103	1	3	427
68	-4	10	489.81	581.603	1	3	428
69	-2	10	491.787	580.982	1	3	429
70	0	10	493.775	580.246	1	3	430
71	2	10	493.023	579.405	1	3	431
72	4	10	491.079	578.465	1	3	432
73	6	10	489.203	577.435	1	3	433
74	8	10	487.652	576.561	1	3	434
75	10	10	487.788	577.232	1	3	435
76	12	10	489.415	577.112	1	3	436
77	14	10	491.304	576.251	1	3	437
78	16	10	493.253	574.914	1	3	438
79	18	10	495.223	573.319	1	3	439
80	20	10	497.204	571.583	1	3	440
81	-20	-10	494.593	600.176	1	3	441
82	-18	-10	492.594	601.324	1	3	442
83	-16	-10	490.594	602.196	1	3	443
84	-14	-10	488.594	602.711	1	3	444
85	-12	-10	486.595	602.811	1	3	445
86	-10	-10	484.601	602.482	1	3	446
87	-8	-10	485.41	601.765	1	3	447
88	-6	-10	487.408	600.735	1	3	448
89	-4	-10	489.408	599.468	1	3	449
90	-2	-10	490.991	598.028	1	3	450
91	0	-10	489.173	596.464	1	3	451
92	2	-10	487.415	594.809	1	3	452
93	4	-10	485.752	593.088	1	3	453
94	6	-10	484.24	591.316	1	3	454
95	8	-10	482.978	589.506	1	3	455
96	10	-10	482.122	587.666	1	3	456
97	12	-10	481.854	585.803	1	3	457
98	14	-10	482.25	583.92	1	3	458
99	16	-10	483.201	582.023	1	3	459
100	18	-10	484.523	580.113	1	3	460
101	20	-10	486.072	578.193	1	3	461
102	-10	20	494.238	572.745	1	3	462
103	-10	18	492.262	574.74	1	3	463
104	-10	16	490.304	576.735	1	3	464
105	-10	14	488.396	578.73	1	3	465
106	-10	12	486.711	580.724	1	3	466
107	-10	8	488.118	584.709	1	3	467
108	-10	6	490.012	586.699	1	3	468
109	-10	4	491.965	588.688	1	3	469
110	-10	2	493.939	590.675	1	3	470
111	-10	0	493.919	592.66	1	3	471
112	-10	-2	491.923	594.64	1	3	472
113	-10	-4	489.931	596.616	1	3	473
114	-10	-6	487.946	598.585	1	3	474
115	-10	-8	485.991	600.542	1	3	475
116	-10	-12	486.181	604.391	1	3	476
117	-10	-14	488.142	606.237	1	3	477
118	-10	-16	490.128	607.936	1	3	478
119	-10	-18	492.121	609.203	1	3	479
120	-10	-20	494.116	609.33	1	3	480
121	10	20	497.451	576.667	1	3	481
122	10	18	495.462	578.639	1	3	482
123	10	16	493.48	580.531	1	3	483
124	10	14	491.51	580.992	1	3	484
125	10	12	489.575	579.193	1	3	485
126	10	8	487.27	576.696	1	3	486
127	10	6	488.833	578.211	1	3	487
128	10	4	490.738	579.674	1	3	488
129	10	2	492.698	581.076	1	3	489
130	10	0	491.953	582.409	1	3	490
131	10	-2	489.968	583.664	1	3	491
132	10	-4	487.987	584.83	1	3	492
133	10	-6	486.014	585.894	1	3	493
134	10	-8	484.055	586.844	1	3	494
135	10	-12	480.252	588.347	1	3	495
136	10	-14	478.583	588.875	1	3	496
137	10	-16	477.808	589.239	1	3	497
138	10	-18	478.805	589.43	1	3	498
139	10	-20	480.523	589.446	1	3	499
