12	120	80					
0	10.075	8.273	0	1440	1	0	1
1	8.841	11.071	548	563	1	0	1
2	14.948	6.245	0	1440	1	0	1
3	2.245	-9.062	542	557	1	0	1
4	7.671	4.558	0	1440	0	1	3
5	12.528	5.885	602	617	0	1	3
6	12.436	7.589	0	1440	1	0	1
7	-9.675	-8.159	610	625	1	0	1
8	8.277	13.656	0	1440	1	0	1
9	4.139	12.612	262	277	1	0	1
10	14.85	6.198	0	1440	1	0	1
11	5.757	10.884	604	619	1	0	1
12	13.797	14.525	0	1440	1	0	1
13	8.477	16.612	448	463	1	0	1
14	12.959	19.128	0	1440	1	0	1
15	-10.59	-13.189	556	571	1	0	1
16	12.595	5.785	0	1440	1	0	1
17	-16.946	-12.014	455	470	1	0	1
18	11.071	6.842	0	1440	1	0	1
19	10.966	10.434	495	510	1	0	1
20	4.187	5.46	0	1440	1	0	1
21	-8.944	15.604	221	236	1	0	1
22	9.947	11.406	0	1440	1	0	1
23	-19.532	14.289	443	458	1	0	1
24	9.205	11.419	0	1440	1	0	1
25	-17.114	5.679	383	398	1	0	1
26	11.417	13.871	0	1440	1	0	1
27	1.256	9.693	477	492	1	0	1
28	15.335	12.182	0	1440	1	0	1
29	-10.49	-9.15	628	643	1	0	1
30	4.408	-12.351	0	1440	0	1	3
31	-5.82	-11.367	263	278	0	1	3
32	8.703	-8.076	0	1440	1	0	1
33	-11.209	-0.081	240	255	1	0	1
34	15.376	-6.122	0	1440	1	0	1
35	8.509	11.193	562	577	1	0	1
36	10.705	-12.462	0	1440	1	0	1
37	4.282	-11.488	427	442	1	0	1
38	14.054	-13.347	0	1440	1	0	1
39	12.387	-12.631	479	494	1	0	1
40	14.379	-14.498	0	1440	1	0	1
41	-4.697	9.335	355	370	1	0	1
42	8.737	-9.269	0	1440	1	0	1
43	3.053	-9.881	349	364	1	0	1
44	13.365	-8.505	0	1440	0	1	3
45	10.468	13.644	243	258	0	1	3
46	7.744	-6.403	0	1440	1	0	1
47	-14.415	7.505	532	547	1	0	1
48	12.736	-10.776	0	1440	1	0	1
49	7.486	-7.15	355	370	1	0	1
50	13.154	-3.534	0	1440	0	1	3
51	11.994	-7.392	185	200	0	1	3
52	8.557	-11.518	0	1440	1	0	1
53	19.559	-19.448	401	416	1	0	1
54	11.09	-13.638	0	1440	0	1	3
55	13.387	-13.326	278	293	0	1	3
56	7.822	-15.586	0	1440	0	1	3
57	10.812	-10.828	559	574	0	1	3
58	9.933	-13.874	0	1440	0	1	3
59	8.991	-12.005	258	273	0	1	3
60	-12.197	8.37	0	1440	1	0	1
61	-17.608	-5.695	394	409	1	0	1
62	-11.612	10.69	0	1440	0	1	3
63	11.68	-13.531	256	271	0	1	3
64	-10.777	11.424	0	1440	1	0	1
65	-2.215	-14.555	543	558	1	0	1
66	-14.794	8.202	0	1440	1	0	1
67	-12.469	0.901	277	292	1	0	1
68	-5.836	12.149	0	1440	1	0	1
69	-16.733	13.377	322	337	1	0	1
70	-14.521	10.686	0	1440	0	1	3
71	-13.649	-9.975	370	385	0	1	3
72	-14.646	9.953	0	1440	0	1	3
73	9.327	-9.579	216	231	0	1	3
74	-9.518	10.132	0	1440	1	0	1
75	-7.511	9.403	467	482	1	0	1
76	-16.653	10.242	0	1440	1	0	1
77	7.705	8.617	582	597	1	0	1
78	-16.565	10.922	0	1440	1	0	1
79	-9.215	10.388	312	327	1	0	1
80	-11.343	11.299	0	1440	0	1	3
81	10.846	11.323	281	296	0	1	3
82	-8.335	11.036	0	1440	0	1	3
83	-17.212	11.67	356	371	0	1	3
84	-6.085	12.302	0	1440	1	0	1
85	9.238	-7.744	386	401	1	0	1
86	-9.135	10.219	0	1440	1	0	1
87	11.331	-9.894	576	591	1	0	1
88	-3.214	5.107	0	1440	1	0	1
89	-11.493	5.245	349	364	1	0	1
90	-16.679	-6.172	0	1440	0	1	3
91	-6.879	5.497	519	534	0	1	3
92	-8.268	-11.275	0	1440	1	0	1
93	16.052	-4.664	576	591	1	0	1
94	-12.455	-3.312	0	1440	0	1	3
95	-7.139	-18.936	394	409	0	1	3
96	-14.711	-9.706	0	1440	1	0	1
97	-2.943	-11.75	616	631	1	0	1
98	-9.215	-8.889	0	1440	1	0	1
99	-4.18	5.722	387	402	1	0	1
100	-10.475	-4.034	0	1440	1	0	1
101	5.06	-12.511	331	346	1	0	1
102	-12.132	-4.809	0	1440	1	0	1
103	-12.606	9.97	542	557	1	0	1
104	-15.311	-9.85	0	1440	1	0	1
105	-9.879	-9.931	471	486	1	0	1
106	-7.465	-13.247	0	1440	1	0	1
107	-14.699	-5.054	585	600	1	0	1
108	-9.796	-12.979	0	1440	1	0	1
109	-11.084	-10.537	233	248	1	0	1
110	-8.122	-15.299	0	1440	1	0	1
111	-7.698	-6.79	556	571	1	0	1
112	-8.318	-11.576	0	1440	1	0	1
113	-16.869	12.053	387	402	1	0	1
114	-11.675	-16.222	0	1440	0	1	3
115	-9.83	10.344	485	500	0	1	3
116	-9.75	-10.617	0	1440	1	0	1
117	-7.387	-7.967	380	395	1	0	1
118	-8.952	-9.715	0	1440	1	0	1
119	-8.442	-10.848	603	618	1	0	1
120	8.841	11.071	429	444	-1	0	1
121	10.075	8.273	0	1440	-1	0	1
122	2.245	-9.062	382	397	-1	0	1
123	14.948	6.245	0	1440	-1	0	1
124	12.528	5.885	515	530	0	-1	3
125	7.671	4.558	0	1440	0	-1	3
126	-9.675	-8.159	461	476	-1	0	1
127	12.436	7.589	0	1440	-1	0	1
128	4.139	12.612	117	132	-1	0	1
129	8.277	13.656	0	1440	-1	0	1
130	5.757	10.884	452	467	-1	0	1
131	14.85	6.198	0	1440	-1	0	1
132	8.477	16.612	341	356	-1	0	1
133	13.797	14.525	0	1440	-1	0	1
134	-10.59	-13.189	368	383	-1	0	1
135	12.959	19.128	0	1440	-1	0	1
136	-16.946	-12.014	224	239	-1	0	1
137	12.595	5.785	0	1440	-1	0	1
138	10.966	10.434	379	394	-1	0	1
139	11.071	6.842	0	1440	-1	0	1
140	-8.944	15.604	134	149	-1	0	1
141	4.187	5.46	0	1440	-1	0	1
142	-19.532	14.289	215	230	-1	0	1
143	9.947	11.406	0	1440	-1	0	1
144	-17.114	5.679	269	284	-1	0	1
145	9.205	11.419	0	1440	-1	0	1
146	1.256	9.693	360	375	-1	0	1
147	11.417	13.871	0	1440	-1	0	1
148	-10.49	-9.15	536	551	-1	0	1
149	15.335	12.182	0	1440	-1	0	1
150	-5.82	-11.367	181	196	0	-1	3
151	4.408	-12.351	0	1440	0	-1	3
152	-11.209	-0.081	84	99	-1	0	1
153	8.703	-8.076	0	1440	-1	0	1
154	8.509	11.193	462	477	-1	0	1
155	15.376	-6.122	0	1440	-1	0	1
156	4.282	-11.488	192	207	-1	0	1
157	10.705	-12.462	0	1440	-1	0	1
158	12.387	-12.631	279	294	-1	0	1
159	14.054	-13.347	0	1440	-1	0	1
160	-4.697	9.335	156	171	-1	0	1
161	14.379	-14.498	0	1440	-1	0	1
162	3.053	-9.881	169	184	-1	0	1
163	8.737	-9.269	0	1440	-1	0	1
164	10.468	13.644	122	137	0	-1	3
165	13.365	-8.505	0	1440	0	-1	3
166	-14.415	7.505	319	334	-1	0	1
167	7.744	-6.403	0	1440	-1	0	1
168	7.486	-7.15	135	150	-1	0	1
169	12.736	-10.776	0	1440	-1	0	1
170	11.994	-7.392	85	100	0	-1	3
171	13.154	-3.534	0	1440	0	-1	3
172	19.559	-19.448	305	320	-1	0	1
173	8.557	-11.518	0	1440	-1	0	1
174	13.387	-13.326	128	143	0	-1	3
175	11.09	-13.638	0	1440	0	-1	3
176	10.812	-10.828	311	326	0	-1	3
177	7.822	-15.586	0	1440	0	-1	3
178	8.991	-12.005	100	115	0	-1	3
179	9.933	-13.874	0	1440	0	-1	3
180	-17.608	-5.695	196	211	-1	0	1
181	-12.197	8.37	0	1440	-1	0	1
182	11.68	-13.531	95	110	0	-1	3
183	-11.612	10.69	0	1440	0	-1	3
184	-2.215	-14.555	410	425	-1	0	1
185	-10.777	11.424	0	1440	-1	0	1
186	-12.469	0.901	162	177	-1	0	1
187	-14.794	8.202	0	1440	-1	0	1
188	-16.733	13.377	195	210	-1	0	1
189	-5.836	12.149	0	1440	-1	0	1
190	-13.649	-9.975	216	231	0	-1	3
191	-14.521	10.686	0	1440	0	-1	3
192	9.327	-9.579	82	97	0	-1	3
193	-14.646	9.953	0	1440	0	-1	3
194	-7.511	9.403	308	323	-1	0	1
195	-9.518	10.132	0	1440	-1	0	1
196	7.705	8.617	370	385	-1	0	1
197	-16.653	10.242	0	1440	-1	0	1
198	-9.215	10.388	107	122	-1	0	1
199	-16.565	10.922	0	1440	-1	0	1
200	10.846	11.323	177	192	0	-1	3
201	-11.343	11.299	0	1440	0	-1	3
202	-17.212	11.67	251	266	0	-1	3
203	-8.335	11.036	0	1440	0	-1	3
204	9.238	-7.744	206	221	-1	0	1
205	-6.085	12.302	0	1440	-1	0	1
206	11.331	-9.894	360	375	-1	0	1
207	-9.135	10.219	0	1440	-1	0	1
208	-11.493	5.245	269	284	-1	0	1
209	-3.214	5.107	0	1440	-1	0	1
210	-6.879	5.497	295	310	0	-1	3
211	-16.679	-6.172	0	1440	0	-1	3
212	16.052	-4.664	380	395	-1	0	1
213	-8.268	-11.275	0	1440	-1	0	1
214	-7.139	-18.936	235	250	0	-1	3
215	-12.455	-3.312	0	1440	0	-1	3
216	-2.943	-11.75	361	376	-1	0	1
217	-14.711	-9.706	0	1440	-1	0	1
218	-4.18	5.722	266	281	-1	0	1
219	-9.215	-8.889	0	1440	-1	0	1
220	5.06	-12.511	131	146	-1	0	1
221	-10.475	-4.034	0	1440	-1	0	1
222	-12.606	9.97	347	362	-1	0	1
223	-12.132	-4.809	0	1440	-1	0	1
224	-9.879	-9.931	394	409	-1	0	1
225	-15.311	-9.85	0	1440	-1	0	1
226	-14.699	-5.054	501	516	-1	0	1
227	-7.465	-13.247	0	1440	-1	0	1
228	-11.084	-10.537	116	131	-1	0	1
229	-9.796	-12.979	0	1440	-1	0	1
230	-7.698	-6.79	445	460	-1	0	1
231	-8.122	-15.299	0	1440	-1	0	1
232	-16.869	12.053	245	260	-1	0	1
233	-8.318	-11.576	0	1440	-1	0	1
234	-9.83	10.344	236	251	0	-1	3
235	-11.675	-16.222	0	1440	0	-1	3
236	-7.387	-7.967	192	207	-1	0	1
237	-9.75	-10.617	0	1440	-1	0	1
238	-8.442	-10.848	472	487	-1	0	1
239	-8.952	-9.715	0	1440	-1	0	1
240	10	10	0	720	3	3	0
241	10	10	0	720	3	3	0
242	10	10	0	720	3	3	0
243	10	-10	0	720	3	3	0
244	10	-10	0	720	3	3	0
245	10	-10	0	720	3	3	0
246	-10	10	0	720	3	3	0
247	-10	10	0	720	3	3	0
248	-10	10	0	720	3	3	0
249	-10	-10	0	720	3	3	0
250	-10	-10	0	720	3	3	0
251	-10	-10	0	720	3	3	0
252	-20	10	0	720	0	0	1
253	-18	10	0	720	0	0	1
254	-16	10	0	720	0	0	1
255	-14	10	0	720	0	0	1
256	-12	10	0	720	0	0	1
257	-10	10	0	720	0	0	1
258	-8	10	0	720	0	0	1
259	-6	10	0	720	0	0	1
260	-4	10	0	720	0	0	1
261	-2	10	0	720	0	0	1
262	0	10	0	720	0	0	1
263	2	10	0	720	0	0	1
264	4	10	0	720	0	0	1
265	6	10	0	720	0	0	1
266	8	10	0	720	0	0	1
267	10	10	0	720	0	0	1
268	12	10	0	720	0	0	1
269	14	10	0	720	0	0	1
270	16	10	0	720	0	0	1
271	18	10	0	720	0	0	1
272	20	10	0	720	0	0	1
273	-20	-10	0	720	0	0	1
274	-18	-10	0	720	0	0	1
