20	200	80					
0	9.282	6.819	0	1440	1	0	1
1	-12.857	-9.773	626	641	1	0	1
2	6.128	8.171	0	1440	1	0	1
3	-7.012	-13.402	363	378	1	0	1
4	10.072	9.91	0	1440	1	0	1
5	-8.193	-10.977	588	603	1	0	1
6	12.38	9.196	0	1440	1	0	1
7	-8.553	-11.761	436	451	1	0	1
8	14.915	12.835	0	1440	1	0	1
9	-7.766	-11.253	529	544	1	0	1
10	9.325	9.389	0	1440	1	0	1
11	13.649	14.987	388	403	1	0	1
12	7.388	13.345	0	1440	1	0	1
13	-10.615	-15.149	565	580	1	0	1
14	10.564	8.992	0	1440	0	1	3
15	8.737	-12.829	538	553	0	1	3
16	8.487	9.267	0	1440	1	0	1
17	-10.618	-11.976	452	467	1	0	1
18	9.343	6.945	0	1440	1	0	1
19	-11.137	9.981	182	197	1	0	1
20	7.765	13.633	0	1440	1	0	1
21	7.159	-10.072	301	316	1	0	1
22	10.743	10.465	0	1440	0	1	3
23	-10.931	7.246	414	429	0	1	3
24	7.84	4.874	0	1440	1	0	1
25	-9.444	9.961	370	385	1	0	1
26	10.388	10.604	0	1440	1	0	1
27	-11.689	13.956	419	434	1	0	1
28	9.854	8.204	0	1440	1	0	1
29	13.584	-10.803	451	466	1	0	1
30	11.184	10.781	0	1440	1	0	1
31	11.818	17.461	608	623	1	0	1
32	12.285	5.287	0	1440	1	0	1
33	11.475	-10.318	618	633	1	0	1
34	6.863	7.665	0	1440	1	0	1
35	11.342	-11.037	368	383	1	0	1
36	8.083	10.885	0	1440	1	0	1
37	5.586	9.493	567	582	1	0	1
38	10.889	10.556	0	1440	1	0	1
39	10.704	10.733	530	545	1	0	1
40	12.162	7.253	0	1440	0	1	3
41	11.817	9.813	578	593	0	1	3
42	11.708	13.338	0	1440	1	0	1
43	-7.399	-9.603	501	516	1	0	1
44	8.773	9.986	0	1440	1	0	1
45	-15.606	-11.493	480	495	1	0	1
46	13.052	8.591	0	1440	1	0	1
47	8.935	9.554	302	317	1	0	1
48	10.036	10.368	0	1440	0	1	3
49	-13.464	12.221	204	219	0	1	3
50	6.178	-7.703	0	1440	1	0	1
51	-11.546	8.963	243	258	1	0	1
52	8.494	-13.034	0	1440	1	0	1
53	18.013	-5.319	600	615	1	0	1
54	5.247	-12.593	0	1440	1	0	1
55	10.817	-8.986	414	429	1	0	1
56	10.426	-11.48	0	1440	1	0	1
57	6.289	-12.905	290	305	1	0	1
58	4.817	-12.34	0	1440	1	0	1
59	7.703	-10.043	542	557	1	0	1
60	6.741	-10.659	0	1440	1	0	1
61	-6.831	7.977	329	344	1	0	1
62	11.698	-10.449	0	1440	1	0	1
63	-10.918	11.002	445	460	1	0	1
64	15.615	-9.655	0	1440	1	0	1
65	9.91	-10.152	473	488	1	0	1
66	10.716	-9.673	0	1440	0	1	3
67	10.72	-6.868	431	446	0	1	3
68	11.827	-9.713	0	1440	1	0	1
69	9.488	-10.943	461	476	1	0	1
70	7.23	-13.253	0	1440	1	0	1
71	13.82	-14.58	301	316	1	0	1
72	10.618	-10.774	0	1440	1	0	1
73	13.8	7.709	422	437	1	0	1
74	1.978	-10.618	0	1440	1	0	1
75	3.866	7.654	624	639	1	0	1
76	11.399	-9.075	0	1440	1	0	1
77	7.387	-7.83	459	474	1	0	1
78	10.899	-8.203	0	1440	1	0	1
79	-8.977	-9.713	415	430	1	0	1
80	14.622	-9.567	0	1440	0	1	3
81	13.216	-8.477	179	194	0	1	3
82	10.687	-9.606	0	1440	1	0	1
83	10.471	-6.711	479	494	1	0	1
84	12.434	-8.391	0	1440	1	0	1
85	8.3	-10.489	587	602	1	0	1
86	4.812	-8.577	0	1440	1	0	1
87	-13.409	-10.356	256	271	1	0	1
88	8.879	-11.869	0	1440	1	0	1
89	10.656	-11.628	411	426	1	0	1
90	7.476	-6.07	0	1440	1	0	1
91	-8.424	-13.101	455	470	1	0	1
92	9.461	-12.435	0	1440	1	0	1
93	6.358	11.547	545	560	1	0	1
94	11.234	-8.184	0	1440	0	1	3
95	-7.515	-10.599	577	592	0	1	3
96	14.421	-7.506	0	1440	1	0	1
97	8.738	11.453	367	382	1	0	1
98	12.615	-5.391	0	1440	1	0	1
99	8.323	7.899	285	300	1	0	1
100	-10.976	9.651	0	1440	0	1	3
101	-8.934	12.888	488	503	0	1	3
102	-5.724	11.122	0	1440	1	0	1
103	14.699	-10.488	331	346	1	0	1
104	-11.803	4.674	0	1440	1	0	1
105	-8.665	7.244	541	556	1	0	1
106	-9.478	10.222	0	1440	1	0	1
107	-6.918	11.525	552	567	1	0	1
108	-8.668	10.305	0	1440	1	0	1
109	8.251	-7.921	356	371	1	0	1
110	-9.105	10.28	0	1440	1	0	1
111	-9.463	13.474	337	352	1	0	1
112	-10.369	11.44	0	1440	1	0	1
113	-10.745	9.333	339	354	1	0	1
114	-5.269	7.264	0	1440	1	0	1
115	12.495	-10.215	409	424	1	0	1
116	-10.228	10.937	0	1440	0	1	3
117	-8.594	8.153	330	345	0	1	3
118	-10.267	10.077	0	1440	0	1	3
119	-10.451	9.922	543	558	0	1	3
120	-10.722	12.775	0	1440	1	0	1
121	-11.877	8.947	602	617	1	0	1
122	-11.566	12.102	0	1440	1	0	1
123	-9.621	-8.26	475	490	1	0	1
124	-14.347	11.199	0	1440	1	0	1
125	-8.92	-10.991	307	322	1	0	1
126	-11.288	9.323	0	1440	1	0	1
127	-10.088	10.747	294	309	1	0	1
128	-12.011	11.743	0	1440	1	0	1
129	-13.279	8.092	358	373	1	0	1
130	-8.743	7.942	0	1440	1	0	1
131	-6.158	13.163	249	264	1	0	1
132	-7.403	9.04	0	1440	0	1	3
133	-11.727	-9.489	430	445	0	1	3
134	-10.328	9.205	0	1440	1	0	1
135	12.977	10.004	554	569	1	0	1
136	-8.139	8.921	0	1440	0	1	3
137	-11.509	-10.507	372	387	0	1	3
138	-9.708	9.089	0	1440	1	0	1
139	-11.361	-9.668	349	364	1	0	1
140	-10.429	9.507	0	1440	0	1	3
141	11.985	9.05	392	407	0	1	3
142	-9.608	9.26	0	1440	1	0	1
143	-2.972	10.004	333	348	1	0	1
144	-8.225	7.041	0	1440	1	0	1
145	-9.919	7.432	613	628	1	0	1
146	-9.849	10.287	0	1440	1	0	1
147	13.154	-4.074	227	242	1	0	1
148	-5.628	7.319	0	1440	1	0	1
149	-7.345	8.703	349	364	1	0	1
150	-9.865	-10.379	0	1440	1	0	1
151	12.948	7.911	450	465	1	0	1
152	-11.807	-9.664	0	1440	0	1	3
153	-12.212	-7.359	359	374	0	1	3
154	-6.681	-9.709	0	1440	1	0	1
155	-9.831	-8.906	253	268	1	0	1
156	-9.483	-11.37	0	1440	1	0	1
157	13.896	-12.923	307	322	1	0	1
158	-7.109	-8.753	0	1440	1	0	1
159	-10.541	-10.002	380	395	1	0	1
160	-10.739	-8.312	0	1440	1	0	1
161	10.258	11.044	274	289	1	0	1
162	-8.921	-13.789	0	1440	0	1	3
163	8.159	-8.996	426	441	0	1	3
164	-11.223	-9.197	0	1440	1	0	1
165	13.254	-14.492	432	447	1	0	1
166	-10.873	-4.523	0	1440	1	0	1
167	-9.542	11.776	551	566	1	0	1
168	-10.302	-10.269	0	1440	1	0	1
